Kombinace rysů,délka úseku,Accuracy,Chyby,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
"(0, 0, 0, 0, 1)",2,0.5789766407119021,1514,0.7296932278603125,0.0,0.25654801880456685,0.32874708222162646,0.574422843256379,0.0,0.8883720930232558,1.0,0.0,0.14992150706436422
"(0, 0, 0, 1, 0)",2,0.6779755283648499,1158,0.8222753969980422,0.5616698292220114,0.32706035042180404,0.5703351922139525,0.6984478935698448,0.4751203852327448,0.9438202247191011,0.9994711792702274,0.6867749419953596,0.1978021978021978
"(0, 0, 0, 1, 1)",2,0.6145717463848721,1386,0.7708927843456992,0.01763668430335097,0.36532867946480513,0.38461938270461843,0.6271973466003317,0.03676470588235294,0.7056179775280899,1.0,0.01160092807424594,0.24646781789638933
"(0, 0, 1, 0, 0)",2,0.6779755283648499,1158,0.8222753969980422,0.5616698292220114,0.32706035042180404,0.5703351922139525,0.6984478935698448,0.4751203852327448,0.9438202247191011,0.9994711792702274,0.6867749419953596,0.1978021978021978
"(0, 0, 1, 0, 1)",2,0.6137374860956618,1389,0.7704216744754533,0.01763668430335097,0.36247086247086246,0.38350974041655556,0.626573889993373,0.03676470588235294,0.7036199095022625,1.0,0.01160092807424594,0.24411302982731553
"(0, 0, 1, 1, 0)",2,0.6229143492769744,1356,0.7712071778140294,0.0038095238095238095,0.394781622234827,0.3899327746194601,0.627613674078991,0.010638297872340425,0.7116564417177914,1.0,0.002320185614849188,0.2731554160125589
"(0, 0, 1, 1, 1)",2,0.6170745272525028,1377,0.7793770139634801,0.046511627906976744,0.4041343669250646,0.41000766959850715,0.6562952243125905,0.08187134502923976,0.5915279878971256,0.9592808038075092,0.03248259860788863,0.3069073783359498
"(0, 1, 0, 0, 0)",2,0.7013348164627363,1074,0.8319364799294221,0.5644171779141104,0.42857142857142855,0.6083083621383204,0.7135830495648884,0.5045703839122486,0.8866995073891626,0.997355896351137,0.6403712296983759,0.282574568288854
"(0, 1, 0, 0, 1)",2,0.6373748609566184,1304,0.7901131126937578,0.0,0.4319148936170213,0.4073426687702597,0.6541796739507457,0.0,0.66996699669967,0.997355896351137,0.0,0.31868131868131866
"(0, 1, 0, 1, 0)",2,0.6957730812013349,1094,0.8337754199823165,0.5391304347826087,0.4127372933251684,0.5952143826966979,0.7162932016710976,0.46192052980132453,0.9387186629526463,0.997355896351137,0.6473317865429234,0.2645211930926217
"(0, 1, 0, 1, 1)",2,0.6412680756395995,1290,0.804092943935195,0.0,0.43568464730290457,0.4132591970793665,0.6735714285714286,0.0,0.6422018348623854,0.997355896351137,0.0,0.32967032967032966
"(0, 1, 1, 0, 0)",2,0.6957730812013349,1094,0.8337754199823165,0.5391304347826087,0.4127372933251684,0.5952143826966979,0.7162932016710976,0.46192052980132453,0.9387186629526463,0.997355896351137,0.6473317865429234,0.2645211930926217
"(0, 1, 1, 0, 1)",2,0.6415461624026696,1289,0.8028948488718604,0.0,0.4380853277835588,0.41366005888513974,0.6718916993231208,0.0,0.6496913580246914,0.997355896351137,0.0,0.3304552590266876
"(0, 1, 1, 1, 0)",2,0.649888765294772,1259,0.802723983826346,0.0036968576709796672,0.4610655737704918,0.4224954717559392,0.6716524216524217,0.00909090909090909,0.6637168141592921,0.997355896351137,0.002320185614849188,0.3532182103610675
"(0, 1, 1, 1, 1)",2,0.6484983314794216,1264,0.8095448519664162,0.04918032786885246,0.4717898832684825,0.4435050210345837,0.6952561669829223,0.08379888268156424,0.6202046035805626,0.9687995769434162,0.03480278422273782,0.38069073783359497
"(1, 0, 0, 0, 0)",2,0.6957730812013349,1094,0.84323358642251,0.5612153708668454,0.3761755485893417,0.5935415019595657,0.7298028604561267,0.4563953488372093,0.9345794392523364,0.9984135378106822,0.728538283062645,0.23547880690737832
"(1, 0, 0, 0, 1)",2,0.6404338153503893,1293,0.8051172707889126,0.0,0.43845747490755416,0.41452491523215557,0.6745266166488031,0.0,0.6704361873990307,0.9984135378106822,0.0,0.32574568288854006
"(1, 0, 0, 1, 0)",2,0.6679644048943271,1194,0.8312775330396476,0.48517520215633425,0.3183885640025991,0.5449470997328603,0.7123442808607021,0.39589442815249265,0.9245283018867925,0.9978847170809095,0.6264501160092807,0.19230769230769232
"(1, 0, 0, 1, 1)",2,0.6415461624026696,1289,0.8064929517300299,0.013266998341625208,0.4352385946512847,0.41833284824098,0.6764600501612326,0.023255813953488372,0.655608214849921,0.9984135378106822,0.009280742459396751,0.32574568288854006
"(1, 0, 1, 0, 0)",2,0.6685205784204672,1192,0.8314606741573034,0.48697214734950584,0.3194805194805195,0.5459711136624429,0.7126132930513596,0.3973607038123167,0.924812030075188,0.9978847170809095,0.62877030162413,0.19309262166405022
"(1, 0, 1, 0, 1)",2,0.6415461624026696,1289,0.8064929517300299,0.013266998341625208,0.4352385946512847,0.41833284824098,0.6764600501612326,0.023255813953488372,0.655608214849921,0.9984135378106822,0.009280742459396751,0.32574568288854006
"(1, 0, 1, 1, 0)",2,0.6484983314794216,1264,0.8059765208110993,0.0035211267605633804,0.45693656523981435,0.42214473760382565,0.6757337151037939,0.0072992700729927005,0.6661654135338346,0.9984135378106822,0.002320185614849188,0.347723704866562
"(1, 0, 1, 1, 1)",2,0.6298665183537263,1331,0.8034376377258704,0.4106529209621993,0.27248322147651005,0.49552459338819327,0.6887041934265206,0.32605729877216916,0.9398148148148148,0.9640401903754627,0.5545243619489559,0.15934065934065933
"(1, 1, 0, 0, 0)",2,0.692992213570634,1104,0.8449125952487674,0.496309963099631,0.4106925880923451,0.5839717154802478,0.7331777518475301,0.4119448698315467,0.9086021505376344,0.9968270756213644,0.6241299303944315,0.2653061224489796
"(1, 1, 0, 0, 1)",2,0.649888765294772,1259,0.8221447253705318,0.0,0.4557857503789793,0.42597682524983704,0.6992955135335558,0.0,0.6397163120567376,0.997355896351137,0.0,0.3540031397174254
"(1, 1, 0, 1, 0)",2,0.6874304783092324,1124,0.8446036721898791,0.496415770609319,0.3838509316770186,0.5749567914920722,0.7324271844660194,0.4043795620437956,0.9196428571428571,0.997355896351137,0.642691415313225,0.2425431711145997
"(1, 1, 0, 1, 1)",2,0.6582313681868743,1229,0.8250218722659668,0.4630454140694568,0.2952571810287241,0.527774822454716,0.7034688549048862,0.37572254335260113,0.9910313901345291,0.997355896351137,0.6032482598607889,0.17346938775510204
"(1, 1, 1, 0, 0)",2,0.6874304783092324,1124,0.8446036721898791,0.496415770609319,0.3838509316770186,0.5749567914920722,0.7324271844660194,0.4043795620437956,0.9196428571428571,0.997355896351137,0.642691415313225,0.2425431711145997
"(1, 1, 1, 0, 1)",2,0.6590656284760845,1226,0.8255635806522215,0.4657777777777778,0.2963951935914553,0.5292455173404849,0.7042569081404033,0.37752161383285304,0.9910714285714286,0.997355896351137,0.6078886310904872,0.17425431711145997
"(1, 1, 1, 1, 0)",2,0.6526696329254728,1249,0.824661128115435,0.4566929133858268,0.2711864406779661,0.5175134940597427,0.7029444651509504,0.36657303370786515,0.9950248756218906,0.997355896351137,0.605568445475638,0.15698587127158556
"(1, 1, 1, 1, 1)",2,0.6415461624026696,1289,0.8178173719376391,0.04229607250755287,0.44803921568627453,0.43605088671048886,0.706425548287803,0.06060606060606061,0.5966057441253264,0.9709148598625066,0.03248259860788863,0.358712715855573
"(0, 0, 0, 0, 1)",3,0.5812013348164627,1506,0.7362273700603466,0.0,0.26515656229180545,0.333794644117384,0.5825631546518792,0.0,0.8766519823788547,1.0,0.0,0.15620094191522763
"(0, 0, 0, 1, 0)",3,0.6907675194660734,1112,0.8387814098287747,0.5625,0.3593650793650794,0.586882163064618,0.7237145049884881,0.45718432510885343,0.9401993355481728,0.997355896351137,0.7308584686774942,0.22213500784929358
"(0, 0, 0, 1, 1)",3,0.6290322580645161,1334,0.7943650126156434,0.37938144329896906,0.2578444747612551,0.4771969768919559,0.6593368237347295,0.34137291280148424,0.984375,0.9989423585404548,0.42691415313225056,0.14835164835164835
