Kombinace rysů,délka úseku,Accuracy,F míra stavu 0,F míra stavu 1,F míra stavu 2,F míra průměrná,Precision stavu 0,Precision stavu 1,Precision stavu 2,Recall stavu 0,Recall stavu 1,Recall stavu 2
"(0, 0, 1, 0, 0)",7,0.9142857142857143,0.918939636884591,0.8988033090505001,1.0,0.9392476486450303,0.9980952380952381,0.8181301994482004,1.0,0.8516666666666666,0.9974999999999999,1.0
"(0, 0, 1, 0, 1)",7,0.5619047619047619,0.7012987012987013,0.0,1.0,0.5670995670995671,0.574468085106383,0.0,1.0,0.9,0.0,1.0
"(0, 0, 1, 1, 0)",7,0.5733333333333333,0.7113369982366974,0.0,1.0,0.5704456660788991,0.5798291540369248,0.0,1.0,0.9200000000000002,0.0,1.0
"(0, 0, 1, 1, 1)",7,0.5619047619047619,0.7012987012987013,0.0,1.0,0.5670995670995671,0.574468085106383,0.0,1.0,0.9,0.0,1.0
"(0, 1, 0, 0, 0)",7,0.582857142857143,0.7177803132455141,0.022322097378277155,1.0,0.580034136874597,0.5850812896114632,0.10444444444444442,1.0,0.9283333333333333,0.0125,1.0
"(0, 1, 0, 0, 1)",7,0.5428571428571428,0.6842105263157895,0.0,1.0,0.5614035087719298,0.5652173913043478,0.0,1.0,0.8666666666666668,0.0,1.0
"(0, 1, 0, 1, 0)",7,0.5533333333333333,0.6932647594556949,0.004210526315789474,1.0,0.5658250952571614,0.5705085730892183,0.013333333333333332,1.0,0.8833333333333332,0.0025,1.0
"(0, 1, 0, 1, 1)",7,0.5619047619047619,0.7012987012987013,0.0,1.0,0.5670995670995671,0.574468085106383,0.0,1.0,0.9,0.0,1.0
"(0, 1, 1, 0, 0)",7,0.8952380952380953,0.899212685684564,0.8789196794138254,1.0,0.9260441216994633,0.9979591836734694,0.7856135756351192,1.0,0.8183333333333334,0.9974999999999999,1.0
"(0, 1, 1, 0, 1)",7,0.5447619047619048,0.6851137745353483,0.008247422680412371,1.0,0.5644537324052535,0.5664528391541934,0.023529411764705882,1.0,0.8666666666666668,0.005,1.0
"(0, 1, 1, 1, 0)",7,0.5752380952380951,0.7129912579554734,0.0,1.0,0.5709970859851577,0.580706347019381,0.0,1.0,0.9233333333333332,0.0,1.0
"(0, 1, 1, 1, 1)",7,0.5619047619047619,0.7012987012987013,0.0,1.0,0.5670995670995671,0.574468085106383,0.0,1.0,0.9,0.0,1.0
"(1, 0, 0, 0, 0)",7,0.6009523809523809,0.7343047317021356,0.00935704514363885,1.0,0.5812205922819247,0.5926331008216134,0.07333333333333333,1.0,0.9650000000000001,0.005,1.0
"(1, 0, 0, 0, 1)",7,0.5523809523809524,0.6928104575163399,0.0,1.0,0.5642701525054467,0.5698924731182796,0.0,1.0,0.8833333333333332,0.0,1.0
"(1, 0, 0, 1, 0)",7,0.5619047619047619,0.7012987012987013,0.0,1.0,0.5670995670995671,0.574468085106383,0.0,1.0,0.9,0.0,1.0
"(1, 0, 0, 1, 1)",7,0.5619047619047619,0.7012987012987013,0.0,1.0,0.5670995670995671,0.574468085106383,0.0,1.0,0.9,0.0,1.0
"(1, 0, 1, 0, 0)",7,0.9104761904761904,0.9153641257233136,0.8942777806965825,1.0,0.9365473021399653,0.994152811507566,0.8139436922415648,1.0,0.8483333333333334,0.9925,1.0
"(1, 0, 1, 0, 1)",7,0.5523809523809524,0.6928104575163399,0.0,0.886034255599473,0.5262815710386043,0.5698924731182796,0.0,0.7967032967032968,0.8833333333333332,0.0,1.0
"(1, 0, 1, 1, 0)",7,0.5638095238095238,0.7029798680284116,0.0,1.0,0.5676599560094706,0.5753686817516606,0.0,1.0,0.9033333333333333,0.0,1.0
"(1, 0, 1, 1, 1)",7,0.5619047619047619,0.7012987012987013,0.0,1.0,0.5670995670995671,0.574468085106383,0.0,1.0,0.9,0.0,1.0
"(1, 1, 0, 0, 0)",7,0.582857142857143,0.7188751033912324,0.008888888888888889,1.0,0.5759213307600405,0.584561403508772,0.04,1.0,0.9333333333333333,0.005,1.0
"(1, 1, 0, 0, 1)",7,0.5428571428571428,0.6842105263157895,0.0,1.0,0.5614035087719298,0.5652173913043478,0.0,1.0,0.8666666666666668,0.0,1.0
"(1, 1, 0, 1, 0)",7,0.5552380952380952,0.6949624082121671,0.004210526315789474,1.0,0.5663909781759855,0.5714236954868389,0.013333333333333332,1.0,0.8866666666666667,0.0025,1.0
"(1, 1, 0, 1, 1)",7,0.5428571428571428,0.6842105263157895,0.0,1.0,0.5614035087719298,0.5652173913043478,0.0,1.0,0.8666666666666668,0.0,1.0
"(1, 1, 1, 0, 0)",7,0.5647619047619047,0.7014953698323103,0.025578634300232394,1.0,0.5756913347108475,0.576793433074268,0.08695970695970696,1.0,0.8950000000000001,0.015000000000000003,1.0
"(1, 1, 1, 0, 1)",7,0.5447619047619048,0.6851137745353483,0.008247422680412371,1.0,0.5644537324052535,0.5664528391541934,0.023529411764705882,1.0,0.8666666666666668,0.005,1.0
"(1, 1, 1, 1, 0)",7,0.5542857142857143,0.6945081062728121,0.0,1.0,0.5648360354242706,0.5708075955159002,0.0,1.0,0.8866666666666667,0.0,1.0
"(1, 1, 1, 1, 1)",7,0.5619047619047619,0.7012987012987013,0.0,1.0,0.5670995670995671,0.574468085106383,0.0,1.0,0.9,0.0,1.0
"(0, 0, 0, 0, 1)",8,0.5523809523809524,0.6928104575163399,0.0,1.0,0.5642701525054467,0.5698924731182796,0.0,1.0,0.8833333333333332,0.0,1.0
"(0, 0, 0, 1, 0)",8,0.5638095238095238,0.7029798680284116,0.0,1.0,0.5676599560094706,0.5753686817516606,0.0,1.0,0.9033333333333333,0.0,1.0
"(0, 0, 0, 1, 1)",8,0.5523809523809524,0.6928104575163399,0.0,1.0,0.5642701525054467,0.5698924731182796,0.0,1.0,0.8833333333333332,0.0,1.0
"(0, 0, 1, 0, 0)",8,0.9019047619047619,0.9061292138317697,0.885854833311239,1.0,0.9306613490476696,0.9980582524271846,0.7969597920747432,1.0,0.8299999999999998,0.9974999999999999,1.0
